treeId,order,ifn,plotId,province,municipality,latWGS84,lngWGS84,dbh1mm,dbh2mm,heightM,expan,speciesId,scientificName,dataCapture,treeifn3Id,treeIri,plotIri,speciesIri,treeifn3Iri
"40-432-10",10,"ifn2","40-432","Segovia","Fresneda de Cuéllar",41.297342,-4.458501,421,416,11.5,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-432-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-432","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-432-11",11,"ifn2","40-432","Segovia","Fresneda de Cuéllar",41.297394,-4.458513,339,338,11,14.14710605261292,"Species23","Pinus pinea",1991,"40-432-A-1-318-11.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-432-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-432","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-432-A-1-318-11.9"
"40-432-12",12,"ifn2","40-432","Segovia","Fresneda de Cuéllar",41.297486,-4.458484,426,453,12.5,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-432-12","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-432","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-432-13",13,"ifn2","40-432","Segovia","Fresneda de Cuéllar",41.297397,-4.458417,328,312,12.5,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-432-13","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-432","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-432-14",14,"ifn2","40-432","Segovia","Fresneda de Cuéllar",41.297436,-4.458433,455,455,12,5.092958178940651,"Species26","Pinus pinaster",1991,"40-432-A-1-366-10.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-432-14","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-432","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-432-A-1-366-10.3"
"40-432-15",15,"ifn2","40-432","Segovia","Fresneda de Cuéllar",41.297376,-4.458388,251,253,10.5,14.14710605261292,"Species23","Pinus pinea",1991,"40-432-A-1-383-2.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-432-15","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-432","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-432-A-1-383-2.8"
"40-443-1",1,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287653,-4.517782,350,339,12,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-44-11.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-44-11.6"
"40-443-2",2,"ifn2","40-443","Segovia","Villaverde de Íscar",41.28765,-4.517737,294,224,12,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-61-14.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-61-14.1"
"40-443-3",3,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287585,-4.517768,287,344,13,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-97-8.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-97-8.9"
"40-443-4",4,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287578,-4.517847,369,359,13.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-97-2.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-97-2.2"
"40-443-5",5,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287537,-4.517756,359,296,14,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-131-10.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-131-10.7"
"40-443-6",6,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287501,-4.517734,329,330,9.5,14.14710605261292,"Species23","Pinus pinea",1991,"40-443-A-1-144-14.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-144-14.3"
"40-443-7",7,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287482,-4.517815,377,364,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-175-11.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-175-11.4"
"40-443-8",8,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287548,-4.517864,354,412,14,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-186-3.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-186-3.1"
"40-443-9",9,"ifn2","40-443","Segovia","Villaverde de Íscar",41.28753,-4.517921,287,329,9,14.14710605261292,"Species23","Pinus pinea",1991,"40-443-A-1-241-6.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-241-6.4"
"40-443-10",10,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287583,-4.518039,294,236,11.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-296-13.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-296-13.9"
"40-443-11",11,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287647,-4.517985,362,362,12.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-337-12.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-337-12.3"
"40-443-12",12,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287681,-4.517966,362,439,12.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-443-A-1-354-14.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-12","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-354-14.1"
"40-443-13",13,"ifn2","40-443","Segovia","Villaverde de Íscar",41.287619,-4.517904,442,479,13,5.092958178940651,"Species26","Pinus pinaster",1991,"40-443-A-1-361-5.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-443-13","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-443-A-1-361-5.5"
"40-444-1",1,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288165,-4.481997,300,295,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-444-A-1-20-14.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-20-14.6"
"40-444-2",2,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288101,-4.482006,261,252,10.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-444-A-1-32-7.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-32-7.9"
"40-444-3",3,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288067,-4.481929,396,377,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-444-A-1-83-11.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-83-11.2"
"40-444-4",4,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288057,-4.481982,174,170,9,31.83098861837907,"Species26","Pinus pinaster",1991,"40-444-A-1-84-6.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-84-6.6"
"40-444-5",5,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288032,-4.481945,184,173,8.5,31.83098861837907,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-444-6",6,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288013,-4.481966,190,201,8.5,31.83098861837907,"Species26","Pinus pinaster",1991,"40-444-A-1-129-8.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-129-8.4"
"40-444-7",7,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.287937,-4.482081,284,292,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-444-A-1-213-11.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-213-11.8"
"40-444-8",8,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288041,-4.482151,126,127,3.5,31.83098861837907,"Species23","Pinus pinea",1991,"40-444-A-1-290-7.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-290-7.7"
"40-444-9",9,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288078,-4.482104,140,140,3.5,31.83098861837907,"Species23","Pinus pinea",1991,"40-444-A-1-341-5.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-341-5.5"
"40-444-10",10,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.28813,-4.482138,343,342,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-444-A-1-351-11.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-351-11.8"
"40-444-11",11,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288221,-4.482157,452,455,12,5.092958178940651,"Species23","Pinus pinea",1991,"40-444-A-1-366-21.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-366-21.5"
"40-444-12",12,"ifn2","40-444","Segovia","Fuente el Olmo de Íscar",41.288158,-4.482078,293,282,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-444-A-1-383-13.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-444-12","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-444-A-1-383-13.0"
"40-446-1",1,"ifn2","40-446","Segovia","Samboal",41.288408,-4.458084,291,297,10,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-446-2",2,"ifn2","40-446","Segovia","Samboal",41.288252,-4.457934,611,575,12.5,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-446-3",3,"ifn2","40-446","Segovia","Samboal",41.288267,-4.45801,707,707,15,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-446-4",4,"ifn2","40-446","Segovia","Samboal",41.288326,-4.458137,707,707,15,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-446-5",5,"ifn2","40-446","Segovia","Samboal",41.288259,-4.458287,280,259,8.5,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-446-6",6,"ifn2","40-446","Segovia","Samboal",41.288314,-4.458454,553,617,15,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-446-7",7,"ifn2","40-446","Segovia","Samboal",41.288349,-4.458264,719,719,14.5,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-446-8",8,"ifn2","40-446","Segovia","Samboal",41.288451,-4.458303,710,710,15,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-446-9",9,"ifn2","40-446","Segovia","Samboal",41.288471,-4.458259,509,492,14,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-446-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-448-1",1,"ifn2","40-448","Segovia","Samboal",41.289046,-4.410422,365,382,12,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-1-11.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-1-11.6"
"40-448-2",2,"ifn2","40-448","Segovia","Samboal",41.288972,-4.410408,307,312,12,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-27-3.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-27-3.7"
"40-448-3",3,"ifn2","40-448","Segovia","Samboal",41.289044,-4.410315,302,306,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-44-14.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-44-14.7"
"40-448-4",4,"ifn2","40-448","Segovia","Samboal",41.288998,-4.410328,291,290,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-61-10.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-61-10.3"
"40-448-5",5,"ifn2","40-448","Segovia","Samboal",41.288947,-4.410284,393,396,12,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-100-12.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-100-12.0"
"40-448-6",6,"ifn2","40-448","Segovia","Samboal",41.288874,-4.410162,498,482,14,5.092958178940651,"Species26","Pinus pinaster",1991,"40-448-A-1-126-23.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-126-23.4"
"40-448-7",7,"ifn2","40-448","Segovia","Samboal",41.288798,-4.410253,420,446,12,5.092958178940651,"Species26","Pinus pinaster",1991,"40-448-A-1-156-21.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-156-21.6"
"40-448-8",8,"ifn2","40-448","Segovia","Samboal",41.288829,-4.410486,226,228,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-224-13.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-224-13.5"
"40-448-9",9,"ifn2","40-448","Segovia","Samboal",41.288869,-4.410467,181,190,4.5,31.83098861837907,"Species23","Pinus pinea",1991,"40-448-A-1-225-8.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-225-8.8"
"40-448-10",10,"ifn2","40-448","Segovia","Samboal",41.288856,-4.410512,321,337,13,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-240-11.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-240-11.9"
"40-448-11",11,"ifn2","40-448","Segovia","Samboal",41.288917,-4.410478,326,317,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-258-5.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-258-5.1"
"40-448-12",12,"ifn2","40-448","Segovia","Samboal",41.288893,-4.410569,347,347,13,14.14710605261292,"Species26","Pinus pinaster",1991,"40-448-A-1-268-13.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-448-12","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-448-A-1-268-13.1"
